,video_id,comments
4052,CU2JzgDMmrI,"['What do you use for off road?', 'Kamacho just looks way sexier', 'If anyone doesnt have the Dragur, just buy it, by far and away the best offroad vehicle on 4 wheels in the game. It literally eats up offroad tracks and so fun. Even i have the kamacho and its great but the Dragur is something else', 'As always JEEP wins.', 'Kamacho is still the best vehicle for the money after all these years.', 'Sweet. About to buy the kamacho. Just about the same and it’s more than a million less.', 'Do Draugr vs Freecrawler or Draugr vs Barrage', 'Missed the water test. Draugur dies faster in water than Kamacho.', 'Which one better ? \nOn my opinion both truck you must have 😚', 'Kamacho is still my Fav. I still use it and take it for off roads in the river, Love how it looks and operates.']"
4053,6d76kMf37l8,"['Which one looks coolest?', 'Hello ishan bhai', 'So it’s not worth the extra 600k  gotcha.  lmfao.   Idk where they get off with these prices and very little speed upgrades.  .  Like immediately gives me a red flag for these games and how 6 is going to go', 'Wish the Ruiner was a bit better since personally that’s the car I like more, I’m ve always loved Pontiac, but they’re both really cool!', 'Did you tune the vigero with HSW?', ""When I get the vigero zx I'm making it bumblebee"", 'Does anyone facing this situation that some of the cars like the vigero and ruiner zz-8 is not available in ps5?', 'when does it drop', '😏😏Dude I’m getting both cars', 'I love both']"
4054,8YmD8zlbx-Q,"['Always a thug !', 'Helo', 'Who is missing old thug life videos and car stunts 🥲', 'I just wish comments were normal these days', '0:50 DioNitro is handicap lol', 'Amazing man 😎', 'Very Nice', 'I still remember when i was 12 i like skipping class to watching gta 5 thug life moments 😁', ""That's epic Thug's here! 🔥🔥🔥🔥"", 'У тебя крутые видео россия смотреть тебя Смотрю тебя 4 года']"
4055,fuVc87hRtBw,"['Did you unlocked it?', 'Basically an M4 Vs. an M16.', ""In gta online I got service carbine rifle it's got a suppressor and grip"", 'Sks', 'M4a1 m16a3 essentially the same rifle with different barrel lengths', 'No one talking about the fact that the Service carbine when He was Shooting the swat Guy it Said 2 homing instead of shots', 'The M16 shot sound is similaty to gta 6 M4A1', 'It cool if had granade laucher', 'Remembering m16 in GTA sa,vice,3\n  \n\n \n\nFun fact:in GTA sa,vice,3 m16 have 60 caliber it two times magazine capacity\n\nFeel old yet', 'They had this gun in the files for 4 years and they never thought to release it']"
4056,_UEqEZyExCE,"['Are you waiting for these?', 'How did you put your name on the plates of the car??', 'The sm722 has been released now', 'You can put low grip tires on all the new cars', 'When i heard of the 10F i started grinding to buy it, i had around 2M dollars. Now i have 12M dollars and its still gonna be a while till it comes out, the hell is wrong with me.', 'these cars are released now', 'That sm722 is ugly , that audi car looks nicer my opinion.', 'The 1 of looks great 😁', 'That is so sike', 'Airplane say omg l go video he say hello youtube']"
4057,qPTF6eR1-2w,"['Look at this new chopper !', 'There should be an attack version of the Conada, since there is an armed version of its real-life counterpart.', 'Ех а год назад был руским', 'Between the Conada and the Sparrow which is faster?', 'Amazing comparison :) .Very close results, although I guess the only benefit of the Conada (as of now) is pretending to be an IAA agent lol. (Because its an agency helicopter) keep up the good work bro\n\nEdit: to anyone thinking of getting it, i suggest you do the ULP missions first, theres only 6 of them, and the first 3 are easy on solo in hard difficulty, as for the last 3, if you’re going to do them solo, dont make the mistake i did and do them on hard, its took me 2 hours to complete mission 5 lol.', 'Cónoda Vs Supervolito', 'Nice video bro i Love it this ja this ✔👍👌', 'What a waste of space is the conada. 🤦🏽\u200d♂️', 'Do Sparrow vs conada', 'Can u do akula vs conada speed test?']"
4058,3zIfbp8Xt8I,"['Low grip is weird !', 'cet homme met dans le titre lequel est le plus rapide ? sans mesurer la vitesse🤦', ""Cyclone is the better elecric car why didn't you compare with the cyclone?"", 'S the corsita a good racing car?', 'Why does it look like the zombie loses end speed?', 'Where do I put missile jammer?', 'Omnis GT is AWD 👍🏻❤️', 'I bought and sold my corsita in a day bc there are cars with nearly identical stats that are much better. Unless im mistaken, it has ""max"" traction, but driving proves otherwise', 'How did u upgrade car to get mines?', 'The back of the new Audi is killing it for me']"
4059,q45jI45mhc4,"['Which vehicles are you more excited for?', 'Entre la torero xo, la krigger et la annis S80RR qui gagne dans les courses avec virages et ligne droite ?', 'do the slip tires make the torero any faster ?', 'Pegasi Torero xo vs pegasi ighus', ""*even tho the Torero XO is faster in straight lines, the LM87 DESTROYS it around corners, and I've hit 145MP/H (on streets) in the LM87 which is still really fast. imo the LM87 is way better than the Torero XO*"", 'Pariah 19.89 with double clutch', 'The torero customization was some 🔥 def gonna use it with a few tweaks', 'Does nobody talking that he has 3 billion in his bank account', 'the lm87 is better at racing than the torero xo but it is slower', 'Torero xo is so good ❤️❤️❤️❤️it is fast and furious ❤️❤️❤️😘😘 it loved it 🗿']"
4060,PobfbWy4VCk,"['Buffalo life', 'You should use vehicles from the game by playing it', 'very good', 'Bruckell Bastion', 'GTA sa buffalo is so slick despite being simple.', ""Don't see a reason in racing them if you already did the time race"", ""The next installment in GTA series should include licensed vehicles . What y'all think ?"", 'What about GTA 4 buffalo', 'Wtf has happened to Franklin', 'Real Charger a way faster.']"
4061,16lh71x7DCQ,"['Still old is gold', '3:53 why sounds like B11 strikeforce Minigun', 'Yes old is gold', 'Hey man the speedo custom change to 7 missiles before explote you should update the vs for nightclubs vehicules', 'Havok = Normal Size As The Player\nSparrow = Medium Little As Same A Havok But Little Bit Sized', 'Technically it would be a buzzard vs oppressor mkll', ':D', 'Annihilator stealth needs a buff BAD.', 'No puedo creer que el viejo gane', 'Anny Stealth MG is very useless cant even shot down police chopper only one thing is good is can hold 6 peoples in stealth mode really want it get buff cuz im the one who use itXD']"
4062,ItZxAE4B1pU,"['Wish this was in GTA Online.', 'What is toy krieger🤣🤣🤣🤣', 'Is this toy car available', 'Obvio que ganara primal por que lo es', 'What a fac', 'What a fac', 'Sad to see this channel slowly dying need to switch up content', 'Sad for your dad', '4:00 mistake\nPrice of Krieger is 2,800,000 \nNot 3,800,000', 'Always success mate ❤️👍']"
4063,PF6ksLb2NZY,"['🥰 GTA 5 🥰.', '5:42 noob', 'I have a moment 😍 You can take it.', '0:01 name of song ¿', 'Best gaming channel 👍❤️❤️♥️♥️💐💐😊😊', 'Wow very cool video my friend ❤👍', 'Good', '*""MY* *GTA5* *GLITCH* *IS* *WHAT* *EVERYONE* *USES* *AM* *I* *RIGHT?""* 💯💥💪👍💪', 'Wow what a thug Life 😎 video', ""I'm ur 500th like""]"
4064,SsBe6yZTCuU,"['Just touch it !', 'uh bro are you hindi guy?', '7:22 I think this truck is not count as everything.', 'My old ❤️😭 memories are back 😘😘', 'bRo why the video is in english ?', 'I want to know what happened to the ammout of views he used to get', 'OP Video OP', 'please stop talking \nthe indian accent is so annoying', 'Khatarnaak isaan ko bulao aur hindi me bolo views jyada hi aayenge 👆👆🤗', 'Kya ap ke baba  ho Gaye be like technobled']"
4065,vLko9OI2fQA,"['Bike or Car still cops are bad...', 'Car is Best 😄', 'His father is no more but he is making videos for us RIP', 'Gta police car and nice and coool', 'I’m the 1k like', 'He stays the best gta youtuber ( bcs of the humor used )', 'make a video RPG VS RAILGUN Please 🙏 🙏 🙏 🙏', 'Please include comparison of time of all things when 1 test is done', 'Ahh but which cop car is best? \n\nThe buffalo?\nThe crown interceptor?\nThe new interceptor?\nThe police suv\nSheriff car\nSheriff suv', 'Je veux savoir comment télécharger call of duty Black ops Ghost psp']"
4066,X6dNhzN1wt4,"['Which one did you used most?', 'Til this day my most used and favorite vehicle is the Granger. You can hold 8 players', 'Is it just one or all 6 cars with imami tech?', 'Do all of them have remote control and missile jammer ??? Please answer', 'I love the Granger 3600LX and the Patriot Mil-Spec and the Buffalo STX', 'I used none of them cuz I don’t own and can not afford them in GTA online', 'How do you deploy proximities on keyboard', 'Saludos desde colombia. Interesante video', 'JKHCH CCDHSISJB', 'Where is the Cinqemilla?']"
4067,am0gm8it7eg,"['Which one do you find more useless?', ""You can't sell the RCV after you buy it."", 'HEY THE RCV IS A BEAUTIFUL THING 😂😭', 'But how the slam tru k can do that scince i owned one', ""We need YouTube's to spread the word but the slam Van tow truck needs to get an update so that way the scoop is downmore because the hitbox behind it kind of prevents cars from getting on top plus we need the option to tow cars around because they give us a tow truck that we can't use so they need to fix that in an update"", ""The rcv should've been resistant to explosion like the nightshark or the insurgent, and it should've had a functional ram like the armored boxville"", 'I like rcv the cool thing about RCV is they have sirens and 6 capacity.', 'Bro I know you are OP \nISHAAN,BEST BRO \nISHAAN,BEST GAMER\nISHAAN,MAKE BEST TECK VIDEO\nABB BENDA KYA HI BOLEGA\n\nBRO PLEASE START MAKING MORE INTRESTING MODES OF GTA 5 AND TRY MORE OTHER GAMES WITH YOUR BROTHER and many more youtubers.\n""Bro keep it up ""', 'I’m a really big fan and I love your videos. Keep up the good work👍', 'Why are you not showing your face']"
4068,9kFGnB27QOw,"['Police vs Military !', 'I wish they have the civilian version of Riot. It would be Kuruma mk2', 'How your dad died 😥😭', ""Didn't knew it was possible to hang on the sides of the riot police truck"", 'GAT 5🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣', 'el titulo dice poalice en vez de polie', 'Barracks', 'Barracas in on-line mode on GTA 5 have on paleto bay', 'The barraks spawns also in GTA online at paleto', 'I love to use the riot truck for going around with my friends in the back spraying at anything and getting to cops on us']"
4069,KgCRpbBRDaE,"['very good', 'Where do you find the vortex', 'How to get that vortex hovercraft?', 'We need a new hovercraft in GTA Online. Not the classic Vortex, something all-new. Something like the fully-enclosed ones that exist IRL.', 'Where to buy Vortex? Doesn’t make sense', ""But the vortex isn't in the game?!"", 'KEEP UP THE HARD WORK!!!! \nONESPOTGAMING!!!!!!!', '1:51 😎', 'It would be Nice if Rockstar really add the Vortex on GTA Online to Buy in Docktease', 'AELUXO❤️']"
4070,GkxToHK2EuI,"['Still a thug', 'name of the music at the end please', '❤️ GTA 5 ❤️.', '❤️ GTA 5 ❤️.', 'I sure do miss playing gta5 😭😭😭😭😭😭', 'i am back watching your videos', 'Nice video', '3:07 and this plane from where it got there ?', '1:36, 6:43 - THANK YOY SO MUCH ONESPOT FOR USING MY CLIPS!!!', '6:43']"
4071,ntQ3MBnxlO4,"['GTA is heavy !', 'GTA Ambulance VS Real Ambulance?', 'Nice GTA', ""Rip to your loving baba ,i heard this news and get shocked,how it's happen i don't know but you stay nice don't take much strees ,because your unhappy then your audience remain unhappy ,rip 💔"", 'We want a video of the heaviest plane in a game I forgot its name against the tu-160 in reality', 'how to get that undiable cheat', 'You can watch a tv is out the guys who made the ripsaw, they also made a little tank for police', 'Op', 'Face reveal pls for 4M subs', 'Good']"
4072,a3y2K8KGLkU,"['One big truck or little spray can?', 'Winner is Firetruck 🚒🚒🚨🚨😁😁🤩', '2:27 LOL', 'the start is just guy run not the fire extinguisher run', '🌈 𝚙𝚛𝚘𝚖𝚘𝚜𝚖', '""I love how he brings joy and laughter to all of us""👍💪👍', 'Rcv vs firetruck plz', ""hi how can you use menyoo on online? Because i tried to go online with the menyoo but the game says that i have a modified version of the game, so it doesn't let me enter the online"", 'الله', 'Gta can use spray fire extimguisher gta 5 cannot died npc 2:22\ngta sa:can kill npc']"
4073,ri9Qp7N6it4,"['Winner is NEW 🤩🤩🤩', '<>', 'Cj vs franklin pls', 'The “new” is just gta San andres', 'Bro really need GTA6', ""Thank you for the video do I like it for some reason (maybe it's because of the war)?"", 'Gta6 is not even out yet gta5 is the newest one get it right people', 'RPG VS RAILGUN Please 🙏 🙏 🙏 🙏', 'please sir write a comment in just \nmy 1 video', 'OMG>>>>onespot gaming reply me............thank you sir.......sir kya aap mere 1 video me comment karsakte hain.agar aap ne kardiya to mairi khoshi aap ko maloom nahi hogi']"
4074,m_m4APjWYd4,"['Gear ⚙️ up wins 👏🤩🤩🤩🤩🥳', '20:13 rockstar made it propositly?\n20:13 = 2013 = GTA', 'Next video : does drop tank affect plane speeds', 'Gears up is less safer yet faster while down is slow yet safer, i do wish rockstar made planes impacting more realistic instead of instantly bloeing up', 'How do you spawn online vehicles in GTA V?', 'Noice I always to gear up when I take off also love your vids :D', 'RPG VS RAILGUN please 🙏 🙏 🙏 🙏 🙏', ""I'm curious about the old rumour that wearing a flight suit lets you survive a higher fall."", 'In one video i saw you use gta online jets in offline, how do you do that i would love to do those kinds of things myself', 'Down: 0 Points (XD)\nUp: 8 Points (xddddddd)']"
4075,2V9xkY6p9PU,"['The one about the landing gear surprised me 😲', 'u def need landon gear to go', '3:23 I know some people pour oil  on  oppressor mark 2 s to troll people', ""It's me the guy who asked"", '1:42 mm..fuck yea', 'How do u make these?', '🥰 GTA 5 🥰.', 'Wish you all the best my friend ❤️👍', 'Can you do which is better? Akula VS Rogue please?', 'Op']"
4076,CO3JYd5OGJQ,"['Winner is GTA TAXI 🚖 👏👏👏👏👏👏🥳🥳🥳🥳❤️❤️', 'Сравнили легенду с 3000 графикой и нн с мультяшной графикой', 'Wow', 'Hi onespot can you do gta bullet car vs fortnite whiplash', 'Where did you get this comparison? It is not a fair comparison and it is not permissible to compare two games with different categories or styles, because gta is an open world game while Fortnite is a battle royale game', '3:53 sports car sound', 'Yass another great vid :D', 'Not to be mean but your running out of ideas', '😡', 'Bruh u put it on sand']"
4077,L-CqW1VYxuE,"['❤️ GTA 5 ❤️.', 'AZE KARA', 'AZ', 'IM FAMOUS', 'Your channel is nice', '1:03', 'I Shaan bhai', 'can the maverick helicopter shoot?', 'Пиздец крутое видео!', 'How can I get featured in one of these']"
4078,uxxHtC9B7kI,"['الله', '5:05 The other helicopters explode in fear of being hit by the train', '!', 'Most satisfying thing In gta? The train just destroying the entire society', '6 sucked', 'Hell ya broth’a', 'Try the ramp buggy against a boat load of rc banditos', 'Limo circle just perfect 👍', 'Nah, the most satisfying moment of all is when you headshot snipe a greifer off their oppressor', '9was 2 times']"
4079,81gQRYtbXBA,"['Winner is THE ALKONOST 🥳🥳🥳🥳👏👏👏👏', 'The ultralight is actually a very good dogfighter with the right upgrades and a pilot who knows how to use it', 'I think the hydra Vs Lazer needs a rematch it’s been 3 years', 'I wanna see another face reveal u probably have change haha', 'Ultralight: 4 Points\nAlkonost: 11 Points\n3:40 In my times the pole test was harder xddddddd', 'Tu-160', 'Do not forget the seats in the cargo area, not Alkonost 2 seats', 'Good👌👌❤❤', 'You forgot cargo plane', 'Op video']"
4080,Cu1O9oOzyQo,"['cops are bad', 'So the LCPD helicopter can be obtainable but it’s requires some patience. Let the helicopter fly low enough to the ground and when one of the officer or NOOSE units are shooting from the side, it has to be the left which is where the cockpit is visible. If you see the pilot aim for the head. sometimes it can explode on impact if it doesn’t land the way it would without blowing up.', 'Was TIE 😕😕😕', 'I want to ask, do you shoot these videos in the storyline of the game with mods, or online?', 'Next video: Putther versus vanossgaming', 'Thank u for being a great human being and taking ti to help all of us noobs out cheers', 'Lc heli is better', 'LCPD looks nicer 🚁🚁🚁', '""I love how he brings joy and laughter to all of us""🔥🔥💪', '*""MY* *GTA5* *GLITCH* *IS* *WHAT* *EVERYONE* *USES* *AM* *I* *RIGHT?""* 💥💥🔥👍💪']"
4081,cybO4UIzMaE,"['Sorry it was TIE 😞', 'Where can I buy the emp', 'Expensive: 8 Points\nCheap: 5 Points', 'Hi bro', 'Your videos help me very much in GTA  :)', 'Your GTA 5 videos are the best.', 'Most expensive vehicle from every website (in gta) vs. the worst vehicle', 'Je veux savoir quelle application qui télécharger GTA 5 PPSSPP et comment le téléchargé', 'Keep it up my friend and good luck 👍', 'OaFF? Spelling error in the title? 😂👍🏼🤷🏻\u200d♂️']"
4082,xgMLVjlvTf4,"['Winner is  MENACER 🥳🤩🤩', '5:43 menacer?', 'Im got anvegar', 'Wa', 'Half track always', ""Half track isn't made for speed, but for PVP"", 'Halftrack, the menacer is just a slightly nerfed version with horrible bullet protection.', '🚍', 'Half track which has tyres (5:45) bruh', 'Menacer wasted that 👌']"
4083,DjDaZzFSwIg,"['GTA 5 BUZZARD WON 🥳🥳🥳👏🤩🤩', 'Khatarnak video 🔥🔥', 'Nice', 'Good thing about this is like like really cool that one another is fighting', 'Wow', '😉💪🚔', 'Big fan', '""I love how he brings joy and laughter to all of us""👍💯👍', 'Both Buzzard Are Desame Comparison Of The Helicopter But When i Recommend On GTA V has a Attack Buzzard Helicopter', 'you mean ""Buzzard VS Little Bird""']"
4084,JLrBKdQIOVA,"['The winner is ROVKET VOLTIC 🥳🥳🥳🥳🥳🥵👏👏❤️✅', 'Ramming test arrives\nDeathbike: jumps over\nMe: But I thought It was supposed to be ramming test not jumping over cars test', 'What’s the name of the song at the beginning', 'Hu onespot can you do issi vs weevil', 'I own gargoyle deathbike the fastest land vehicle in GTA online', '🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣', 'Rocket voltic is better', 'Bro you live in vasai na', 'Rocket voltic wins ram cause he tried change my mond', 'Not to be picky but u put a 1 instead of 2 on voltick capasaty🧐']"
4085,Kd7aTRF0FaE,"['Well GTA fortnite tank won 🥳🥳🥳🥳', 'One word for fortnite garbage', 'gta 5 win', 'I hate how Fortnite tanks are similar to GTAs tanks', 'Bu ne laaaa Hindistan Cevizi', 'Only rule \n\nUnicamente Siempre cada battle royale\nDebe tener un tanque', '""I love how he brings joy and laughter to all of us""💪🔥💥', 'That’s my new tank. But the unreal Tournament gots real powerful ones', 'Fortnite tank looks like gtas', 'POV you know the youtuber s country: India\nAlso me : 🧐🤨🤔']"
4086,7BYwmEiZ1r4,"['The mk3 is just a re skin of the mk1 😞', ""The Modded one Replaces the Oppressor MK1 it have some kind of invisible wheels on it you can't see them but they are there."", 'Winner is GTA V 🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵', 'The modder one looks so much cooler tho', 'Do you know any mod that add online vehicles into the game?', 'The real winner is saints row the third. The opressor mk2 is a bad ripoff of ultor interceptor. I wish im not the only one who know that.', 'mk II vs mk I', 'Easy way to beat an oppressor is just get vehicles with that missle jam feature,, I usually don’t have problems with griefs', 'Modder: 5 Points\nGTA: 11 Points\nGTA is better', 'mod is just a retexture of opressor mk1']"
4087,Ug8uAHHed2k,"['Which one are you still using in 2022?', ""My friend bought that ac130 not to long ago, worse purchase ever. So damn slow and we got knocked out the sky with 2 explosives sniper rounds. That plane is missing alot of stuff like side cannon's, Bombay doors for carpet bombing, and it needs a speed buff"", 'why the both plane turrets are freezing at in the wrong direction XD', 'Winner is VOLATOL 🥳🥳🥳🥳🥳🥳', 'Ile bomuśka ma pocisków?', 'Ｐｒⓞм𝕠𝕤𝐌', ""Bombushka is so heavily armed that gravity doesn't have a effect"", 'Can I still not put anything inside the bombushka like a vehicle?', 'Sadly you didnt show the soute of the Bombushka You can put vehicules insides', 'Volatol: 9 Points\nBombushka: 8 Points\nA turtle can win a bombushka xddddddd']"
4088,uEcsYq5_-iw,"['Winner is FROGGER 🤔🥳🥳🥳🥳🥳🥳🥳🥳🥵🥵🥵👏👏👏', ""Hey do you know if the frogger gets lift gear for lifting vehicles by doing the big score loud? I honestly wanna know cause I'm curious"", 'FRANKLIN: 😭', '""""""One of the best things about dude is that he never takes credit for himself when he achieves something. He always respect us, the audience and his team, and he is always polite in all of this videos.\nWe congratulate ourselves on this achievement.\nMore to come and everything to come,,,,,...', 'Trevor Philips Enterprises Cars Please', 'Faggio: Call an ambulance, but not for me😎😎😎', 'Bro can you plz tell me which A10 mod you used for B11 strikeforce gta vs real video', 'Here’s what is wrong with this video. Trevor never owned a Speedo, Sanchez or faggio. Although there are references to these vehicles but he doesn’t own them. Here are the references\nSpeedo: character swap scene where Trevor ties up a man and there’s a black speedo parked not far. This is right under the Pier \n\nSanchez: From the mission Caida Libre. Trevor steals a bike. STEALS HE DOESNT OWN IT. he stole it to chase down the plane. And in the dialogue he even says “I stole some poor bastards dirt bike”\n\nFaggio: character swap scene where Trevor is riding a faggio and possibly chasing another person on a faggio. \n\nThis video doesn’t make sense.', '❤Frogger 👍👍👍👍👍👍👍👍👍👍', 'Next up train vs ufo please']"
4089,wzu9mERaLgU,"['Winner is TURRETED limo 😈👏👏👏👏👏', 'love your videos guys, keep on!', 'Lets be real the armored karuma is the most underrated vehicle in the game', 'Turreted limo with minigun (is the best) 0:07 0:37 not bad damage 1:03 1:35 cars can use the bulletproof 1:56 with shot 16!\nTurreted limo:i can use the minigun yeah! 2:13 i fast you idiot stretch 2:35 \nTurreted limo:why me no lights inside limo :( 3:06\nTurreted limo:i so small short 3:13 winner turreted limo 3:31 (turreted limo is the best car)', 'Turret limo wins :D', 'Yatch vs moc vs avenger vs terrobyte vs kosatka', 'Your videos are always entertaining and I love seeing your videos on my notifications', 'Are you ok', 'One of the best thing about dude is that he never takes credit for himself when he achieves something. He always respect us, the audience and his team, and he is polite in all his videos. We congratulate ourselves on this🙂☺😊💓🤗💕', 'Gold limousine']"
4090,EXwaxa7rJRs,"['Ever used Ball?', 'Hey this is april fool', 'Winner is RPG👏👏👏👏👏🥳', 'YouTube Bsl psp', 'What about Snowball Vs Ball', 'That ball is suck not damage\n😒😒\nRPG (yes) with real damage 😍😍😎😎 0:21', 'RPG vs Railgun', '""I love how he brings joy and laughter to all of us""🔥💯💪', 'Can you do \nMicheal vs tommy\nFranklin vs cj\nTrevor vs niko \nTrevor vs johnny \nFranklin vs luis', 'One of the best thing about dude is that he never takes credit for himself when he achieves something. He always respect us, the audience and his team, and he is polite in all his videos. We congratulate ourselves on this🙂☺😊💓🤗💕']"
4091,b3Oq_b0_YCM,"['333 !!!', ""I'd appreciate it if you tag my YouTube channel for using my video."", 'lovely content <3', '❤️ GTA 5 ❤️.', '10/10', 'Nice Video, i was busy in the last time, happy to be back!', 'A jet getting destroyed by a plane and a helicopter is so common bruh', 'Most of the fucking moments are rng or planned,bruh', 'Hi OneSpot!!! Thank you soooo much for using my clips: 4:50, 5:24, 7:11, 9:58, 10:06  - Im so happy fo it😁', 'Onespot gaming you are the best youtuber u will never take the credit of others nice bro keep it up bro i am playing gta in mobile can I send u my thug life videos']"
4092,TrdopNDx4qM,"['😵\u200d💫😵\u200d💫', 'This looks like a whole new game', 'One of the best thing about dude is that he never takes credit for himself when he achieves something. He always respect us, the audience and his team, and he is polite in all his videos. We congratulate ourselves on this🙂☺😊💓🤗💕🤩', '""I love how he brings joy and laughter to all of us""💯🔥👍', 'Thats Your Face', 'The Car in the House 😂😂 btw: keep up the great content', 'Hello', 'Bro your English is very bad 🤢', 'Watch your clips will never let me be board lol', ""Wow! \nIts cool\nit's not bad\nEverything is good\nYou are the best!""]"
4093,Y6xb9eoA9P0,"['Hydra FTW !', 'I love germany and hydra is good looks like o have to do some heist', 'Hydra: Experienced Flyers\nStarling: beginners \n\nAfter using the starling for forever i decided to see what the hype over the hydra was and man it is a way better fighter jet this thiny wrecks and if you can use the flying controls in game real good than this thing handles like a champ, the hydra is the ruler of the skies and i now know why\n\nEdit: if the starling had canons instead of machine guns it would destroy the hydra, the canons make the difference in those missile stale mates', 'Hi', 'Winner is starling 🤩🙏', 'so much boost, more then enough to do any job, just gliding and using it in small bursts works best when flying somewhere so recharging wont be such a big deal.', '🥰 GTA 5 🥰.', ""3:35 but it's in vtol mode"", 'Hydra, easy.', '0:00']"
4094,ifs5vZnSt0M,"['GTA one looks cool', ""Isn't the real one the ghost hawk? Aka the stealth chopper?"", 'Winner is the real one 🥳🥳🥳🥳❤️', 'Why does the real one have a pointed nose', 'vikash Bhai acchi vid hai', 'GTA HELICOPTER IS BEST BUT REAL IS IS BEST IN REAL LIFE ONESTLY', 'GTA: 5 Points\nReal: 5 Points', 'Hi D:)', '3:18 sounds like minigun if speed up 🤣', 'Bro l love your videos, Can you please make  a video  of M249,M416 Please , Waiting Love you from England']"
4095,JPmDFSl524o,"['Which is more useful?', 'Winner is CARGOBOB 🙏🤩🥳🥳🥳🥳', 'I got the trade price for the cargobob, i wonder how?', 'Nice', 'Cargobob for sure', 'I’d say the cargo bob should be used when you need to take more people or need more health in a helicopter. The maverick is useful for when you need to bring less people because of its speed, and how the passengers can shoot.', 'Good info, but i think i will stay using the buzzard', '2:06 Cargobob Have lift, But Insurgent Van so heavy....😆', '""I love how he brings joy and laughter to all of us""🔥💯💪', '*""MY* *GTA5* *GLITCH* *IS* *WHAT* *EVERYONE* *USES* *AM* *I* *RIGHT?""* 💥🔥💪💥💥']"
4096,oaiqaB68KyU,"['Under or Above water?', 'very good', 'Winner is STORMBERG 🥵🥳🥳🥳✊🏼✊🏼', 'I like both imo', 'I’d rather choose the young Lamborghini which is stromberg stromberg is fast,cool,better to hide from mk2 griefers it has protuction!', 'Stromberg: 10 Points\nBlazer Aqua: 3 Points', 'Comparison with all operations centers vehicles', ""Stromberg can be useful against greifers   plus, it's very better to hide from greifers under water."", 'wich is better heydra or savage ??? please make video', 'Can you pls do Stromberg vs Toreador']"
4097,U4QVM-7DZjo,"['Filled my Entire garage with kuruma....', 'Not gonna cap. The champion look like the Resolution X from Gta chinatown war 😳', 'Winner is champion 🥳🤩🤩🤩', 'I saw you said free kuruma and i was looking for it it wasint free', 'Kuruma gets blown up in a single homing. You should have compared both with machine gun', 'Is it still free? Than imma pick it up', '1:00 its champ, not so big mistake but nice video <3', 'I honestly think kuruma is like the good friend that will try their best to protect you, and will always be with you.', '1:00 nice kuruma xdd', 'Since when Is the kurkuma free,']"
4098,CSMTWQvxgmo,"['Like for more !', '❤️ GTA 5 ❤️.', '07:58believe\n08:30you', '07:58🤯\n08:30🌉', '07:58нет\n08:30вы', '07:58нет', 'GTAooooo👍🙏🔥🔥😡🤬', 'como se llama la actividad del minuto 0:47', 'Like full 100%', ""This video is very similar to Ivanosark's videos. 🤔""]"
4099,aE9XFBHdHkE,"['What do you do?', 'Nice ❤🔥🔥🔥', 'Bhai itna English bologe to me gravity bhul jaunga 😅', 'how do you playing with franklin in gta online', 'If i bored ""in GTA San Andreas"" I just turn on the radio \'K Rose\' and chilling on the beach or enjoy on the country road', ""😂😂😂😂😂\nNice me to following NPC and jamb up the building in all GTA game's this is funny \nKeep going \nI from Algeria bro 👍👳"", 'TOP', 'Sir love u from India 🇮🇳 ♥ ❤ 💓 💖 💗 🇮🇳 ♥', 'Can you do cernobog(gta) vs m142 artillery truck (real)?', 'Amazing']"
4100,iKnazoLeTlk,"['Sherp is cool !', 'Drone sound', ""Je précise que le but de ce véhicule militaire est de pouvoir aller partout dans n'importe quelle situation dans n'importe quelle climat avec une capacité de 10 tonne d'équipement"", 'Where i can download this mod?', 'How do u get real?', 'Winner is sherp 🥳🥳🥳🥳', 'Nice ❤🔥🔥🔥', 'I', 'Uhhuhghuhuuh', 'Your video was nice but can u tell me how can i appear ramp tree cars etc.. in game please tell me thank you bro ❤️👍']"
4101,ESfgJuM2gMA,"['Cops are the worst', 'Military car is awful', 'why does a military jeep remind me of a old Russian UAZ 469?', 'Liam', 'Winner is the cop car', 'How 3:05', 'Hhhhhhhhhh\n See cop of Gta san', 'mad twitter the police for the place or town the army abroad resist', 'FBI VS SWAT', 'I don’t get why we can’t have these outfits!']"
4102,pBBRLNkzWv8,"[""modded car is hot garbage. it's slow as shit and doesn't even have weapons"", 'The Deluxo and the oppressor MK2❤️💙🏍🚙', 'I gotta say gta is better plus it’s a delorean, I mean who can’t do a original?', 'Winner is the Modder 🥰🤣🤣🤣', 'GTA best', 'Wow this channel has grown super high last time i was here you were only 500k subs now ur in 3m this is amazing', 'Rockstar games is old cars.   Modders are making the vehicle EPIC.    Modders are better than rockstar games', 'The harsh reality is that his views and subs are dropping it hurts cause I watched alot of his videos from 2017 to 2019 although happy that his 2nd channel is doing well', 'Fun Fact: DNF stands for Did Not Finish and another one is Dream Not Found', '""I love how he brings joy and laughter to all of us""👍👍']"
